Sr. No,State,District1,District,Major Sector,Sub-sector1,Sub-Sector,Detailed Sector,Occupation/Activity,Concatenate,Sum of Activity,Outstanding credit Sep 2017,Ratio = Outstanding credit 2017/sum of activity,01-09-2017,01-12-2017,01-03-2018,01-06-2018,01-09-2018,01-12-2018,01-03-2019,01-06-2019,01-09-2019,01-12-2019,01-03-2020,01-06-2020,01-09-2020,01-12-2020,01-03-2021,01-06-2021,01-09-2021,01-12-2021,01-03-2022,01-06-2022,01-09-2022,01-12-2022,01-03-2023,01-06-2023,01-09-2023,01-12-2023,01-03-2024,01-06-2024,01-09-2024,01-12-2024,01-03-2025
14,JAMMU & KASHMIR,245,KISHTWAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KISHTWAR Mfr of Dairy Products,135453776,,,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-
14,JAMMU & KASHMIR,246,KULGAM,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KULGAM Mfr of Dairy Products,135453776,,,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.20,0.22,0.18,0.18,0.15,0.34,0.38,0.25,0.23,0.38,0.49,0.48,0.68,0.52,0.55,0.69,0.92,0.89,1.01,0.89,1.02,1.02,1.28,1.36
14,JAMMU & KASHMIR,247,KUPWARA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KUPWARA Mfr of Dairy Products,135453776,8898,0.0001,1.66,1.51,1.05,0.81,0.76,0.68,0.68,0.57,0.62,0.65,0.65,0.58,0.63,0.63,0.56,0.49,0.50,0.59,0.58,0.67,0.69,0.75,0.65,0.64,0.66,0.65,0.52,0.55,0.55,0.63,0.57
14,JAMMU & KASHMIR,248,POONCH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,POONCH Mfr of Dairy Products,135453776,165,,0.41,1.42,1.29,0.87,0.84,0.64,1.56,1.14,1.19,0.95,1.05,0.86,1.12,0.19,0.20,1.03,0.97,0.99,0.72,0.74,0.59,0.49,0.41,0.33,0.39,0.40,0.32,0.35,0.34,0.39,0.30
14,JAMMU & KASHMIR,249,PULWAMA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PULWAMA Mfr of Dairy Products,135453776,5481,,0.26,0.23,0.22,0.50,0.76,1.43,1.42,1.55,1.61,1.47,1.42,1.22,1.26,1.21,1.16,1.05,1.06,1.42,1.29,1.35,1.28,1.42,1.40,1.39,1.42,1.30,1.12,0.99,0.98,1.11,1.11
14,JAMMU & KASHMIR,250,RAJOURI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,RAJOURI Mfr of Dairy Products,135453776,400,,0.22,0.30,0.29,0.31,0.41,0.59,0.83,0.94,0.91,0.79,0.80,0.66,0.71,0.63,0.70,0.50,0.69,0.72,0.77,1.09,1.29,1.42,1.28,1.16,1.10,0.93,0.69,0.72,0.72,0.82,0.76
14,JAMMU & KASHMIR,251,RAMBAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,RAMBAN Mfr of Dairy Products,135453776,319,,0.49,0.43,0.42,0.31,0.31,0.29,0.19,0.18,0.19,0.17,0.19,0.17,0.08,0.07,0.10,0.10,0.08,0.36,0.48,0.61,0.46,0.49,0.45,0.45,0.48,0.45,0.40,0.44,0.35,0.37,0.67
14,JAMMU & KASHMIR,252,REASI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,REASI Mfr of Dairy Products,135453776,1,,0.00,0.00,0.26,0.13,0.14,0.23,0.16,0.16,0.08,0.06,0.13,0.12,0.79,0.71,0.65,0.55,0.27,0.27,0.30,0.25,0.44,0.42,0.27,0.21,0.16,0.20,0.17,0.22,0.21,0.23,0.49
14,JAMMU & KASHMIR,253,SAMBA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SAMBA Mfr of Dairy Products,135453776,3414,,0.05,0.05,0.03,0.05,0.05,0.05,0.06,0.08,0.05,0.06,0.05,0.04,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
14,JAMMU & KASHMIR,254,SHOPIAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SHOPIAN Mfr of Dairy Products,135453776,96,,0.02,0.02,0.04,0.03,0.03,0.03,0.17,0.21,0.22,0.14,0.16,0.14,0.23,0.41,0.38,0.31,0.30,0.48,0.63,0.81,0.77,0.81,0.75,0.73,0.85,0.83,0.68,0.62,0.53,0.58,0.58
14,JAMMU & KASHMIR,255,SRINAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SRINAGAR Mfr of Dairy Products,135453776,51907,0.0004,0.42,0.38,0.32,0.27,0.27,0.36,0.45,0.46,0.51,0.46,0.41,0.36,0.42,0.43,0.48,0.36,0.40,0.45,0.55,0.45,0.58,0.65,0.55,0.61,0.63,0.60,0.55,0.56,0.46,0.60,0.59
14,JAMMU & KASHMIR,256,UDHAMPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,UDHAMPUR Mfr of Dairy Products,135453776,1484,,0.64,0.57,0.50,0.44,0.52,0.60,0.59,0.59,0.79,0.57,0.87,0.60,0.84,0.78,0.75,0.64,0.59,0.63,0.41,0.39,0.39,0.48,0.48,0.52,0.50,0.62,0.62,0.57,0.46,0.46,0.30
14,JAMMU & KASHMIR,257,KARGIL,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KARGIL Mfr of Dairy Products,135453776,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.03,0.02,0.09,0.08,0.10,0.08,0.09,0.06,0.02,0.02,0.24,0.28,0.21,0.21,0.22,0.22,0.56
14,JAMMU & KASHMIR,258,LEH LADAKH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LEH LADAKH Mfr of Dairy Products,135453776,194,,0.09,0.08,0.07,0.06,0.05,0.02,0.38,1.03,1.28,-,1.40,1.16,0.25,0.19,0.14,0.09,0.16,0.15,0.16,0.26,0.53,0.78,0.63,1.37,1.46,1.55,1.39,1.50,1.41,1.47,-
15,JHARKHAND,259,BOKARO,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BOKARO Mfr of Dairy Products,135453776,7161,0.0001,0.16,0.10,0.16,0.11,0.13,0.14,0.19,0.18,0.19,0.15,0.11,0.07,0.07,0.07,0.28,0.05,0.06,0.07,0.09,0.09,0.08,0.26,0.19,0.17,0.15,0.13,0.14,0.14,0.18,0.18,0.16
15,JHARKHAND,260,CHATRA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHATRA Mfr of Dairy Products,135453776,,,0.00,0.04,0.17,0.15,0.14,0.15,0.15,0.16,0.15,0.24,0.33,0.27,0.36,0.37,0.31,0.52,0.74,0.94,0.47,0.49,1.11,0.48,0.29,0.25,0.65,0.54,0.35,0.34,0.31,0.32,0.28
15,JHARKHAND,261,DEOGHAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DEOGHAR Mfr of Dairy Products,135453776,8976,0.0001,0.17,0.16,0.16,0.20,0.15,0.19,0.21,0.15,0.17,0.17,0.23,0.15,0.14,0.15,0.11,0.14,0.17,0.20,0.21,0.21,0.15,0.08,0.12,0.18,0.16,0.14,0.09,0.08,0.08,0.09,0.10
15,JHARKHAND,262,DHANBAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DHANBAD Mfr of Dairy Products,135453776,43924,0.0003,0.50,0.41,0.54,0.50,0.43,0.59,0.59,0.64,0.58,0.48,0.47,0.42,0.34,0.29,0.27,0.21,0.23,0.23,0.25,0.27,0.28,0.26,0.20,0.26,0.28,0.34,0.31,0.23,0.26,0.25,0.23
15,JHARKHAND,263,DUMKA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DUMKA Mfr of Dairy Products,135453776,740,,0.03,0.03,0.03,0.01,0.07,0.11,0.07,0.11,0.09,0.11,0.17,0.18,0.18,0.17,0.13,0.11,0.12,0.18,0.49,0.70,0.72,0.71,0.58,0.39,0.37,0.34,0.21,0.16,0.13,0.13,0.15
15,JHARKHAND,264,GARHWA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GARHWA Mfr of Dairy Products,135453776,762,,0.49,0.50,0.45,0.37,0.33,0.40,0.65,0.43,0.24,0.22,0.25,0.19,0.15,0.11,0.08,0.10,0.08,0.02,0.10,0.33,1.05,0.80,0.56,0.22,0.13,0.11,0.08,0.06,0.05,0.03,0.12
15,JHARKHAND,265,GIRIDIH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GIRIDIH Mfr of Dairy Products,135453776,1345,,0.08,0.05,0.05,0.07,0.15,0.06,0.08,0.09,0.16,0.13,0.09,0.11,0.11,0.07,0.07,0.06,0.10,0.12,0.20,0.34,0.25,0.37,0.13,0.17,0.17,0.18,0.09,0.08,0.08,0.06,0.07
15,JHARKHAND,266,GODDA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GODDA Mfr of Dairy Products,135453776,1198,,0.23,0.24,0.47,0.38,0.33,0.38,0.38,0.40,0.57,0.70,0.96,0.83,0.92,1.06,0.85,0.64,0.85,0.61,0.83,0.80,0.72,0.81,0.72,0.59,0.59,0.51,0.44,0.48,0.49,0.48,0.38
15,JHARKHAND,267,GUMLA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GUMLA Mfr of Dairy Products,135453776,58,,0.02,0.05,0.01,0.00,0.14,0.20,0.15,0.40,0.37,0.28,0.28,0.26,0.24,0.19,0.14,0.13,0.15,0.21,0.22,0.25,0.24,0.17,0.09,0.07,0.09,0.09,0.07,0.09,0.07,0.09,0.08
15,JHARKHAND,268,HAZARIBAG,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HAZARIBAG Mfr of Dairy Products,135453776,3624,,0.04,0.03,0.04,0.03,0.07,0.07,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.04,0.08,0.07,0.06,0.07,0.05,0.06,0.06
15,JHARKHAND,269,JAMTARA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JAMTARA Mfr of Dairy Products,135453776,59,,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.06,0.08,0.08,0.18,0.09,0.07,0.13,0.22,0.30,0.27,0.42,0.32,0.10,0.11,0.16,0.11,0.05,0.06,0.05,0.05,0.05,0.18
15,JHARKHAND,270,KHUNTI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KHUNTI Mfr of Dairy Products,135453776,691,,0.26,0.23,0.13,0.04,0.10,0.08,0.07,0.05,0.03,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.12,0.11,0.09,0.09,0.08,0.09,0.09
15,JHARKHAND,271,KODERMA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KODERMA Mfr of Dairy Products,135453776,725,,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.05,0.06,0.05,0.05,0.04,0.05,0.06,0.10,0.10,0.10,0.09,0.10,0.14,0.17,0.23,0.13,0.13,0.13,0.19,0.16,0.15,0.14,0.15,0.15
15,JHARKHAND,272,LATEHAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LATEHAR Mfr of Dairy Products,135453776,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.15,0.20,0.22,0.24,0.23,0.36,0.29,0.26,0.28,0.59,0.69,0.69,0.47,0.39,0.27
15,JHARKHAND,273,LOHARDAGGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LOHARDAGGA Mfr of Dairy Products,135453776,1025,,0.17,0.16,0.16,0.12,0.11,0.07,0.04,0.06,0.06,0.08,0.10,0.10,0.07,0.06,0.04,0.06,0.02,0.02,0.06,0.11,0.12,0.07,0.04,0.09,0.15,0.16,0.16,0.17,0.25,0.28,0.35
15,JHARKHAND,274,PAKUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PAKUR Mfr of Dairy Products,135453776,504,,0.06,0.13,0.14,0.24,0.23,0.19,0.12,0.07,0.08,0.16,0.24,0.21,0.25,0.28,0.27,0.22,0.20,0.17,0.30,0.39,0.45,0.34,0.35,0.33,0.33,0.39,0.38,0.42,0.40,0.38,0.40
15,JHARKHAND,275,PALAMAU,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PALAMAU Mfr of Dairy Products,135453776,1057,,0.15,0.07,0.06,0.06,0.05,0.09,0.17,0.20,0.21,0.18,0.13,0.19,0.16,0.32,0.32,0.24,0.11,0.03,0.16,0.30,0.32,0.30,0.35,0.94,1.00,1.02,0.88,0.71,0.59,0.56,0.38
15,JHARKHAND,276,PASCHIMI SINGHBHUM,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PASCHIMI SINGHBHUM Mfr of Dairy Products,135453776,3522,,0.15,0.11,0.09,0.07,0.06,0.10,0.18,0.17,0.18,0.15,0.23,0.13,0.19,0.17,0.17,0.17,0.30,0.29,0.28,0.39,0.32,0.27,0.24,0.19,0.18,0.17,0.14,0.12,0.10,0.11,0.31
15,JHARKHAND,277,PURBI SINGHBHUM,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PURBI SINGHBHUM Mfr of Dairy Products,135453776,18731,0.0001,0.14,0.13,0.16,0.15,0.11,0.13,0.11,0.12,0.12,0.12,0.20,0.19,0.25,0.21,0.21,0.18,0.16,0.18,0.24,0.20,0.21,0.23,0.20,0.34,0.39,0.36,0.30,0.24,0.16,0.15,0.16
15,JHARKHAND,278,RAMGARH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,RAMGARH Mfr of Dairy Products,135453776,379,,0.02,0.02,0.03,0.02,0.02,0.03,0.10,0.11,0.28,0.21,0.23,0.14,0.25,0.27,0.31,0.30,0.42,0.32,0.30,0.21,0.16,0.22,0.16,0.18,0.18,0.16,0.13,0.11,0.08,0.09,0.08
15,JHARKHAND,279,RANCHI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,RANCHI Mfr of Dairy Products,135453776,92679,0.0007,0.21,0.22,0.17,0.21,0.21,0.24,0.27,0.29,0.35,0.39,0.29,0.18,0.21,0.17,0.19,0.27,0.17,0.17,0.21,0.12,0.26,0.24,0.06,0.18,0.23,0.18,0.07,0.07,0.08,0.08,0.14
15,JHARKHAND,280,SAHEBGANJ,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SAHEBGANJ Mfr of Dairy Products,135453776,1719,,0.39,0.20,0.48,0.57,0.62,0.61,0.52,0.52,0.77,0.79,0.75,0.75,0.68,0.63,0.52,0.46,0.46,0.67,0.86,1.13,1.51,1.79,1.66,1.66,1.61,1.31,0.88,0.89,0.64,0.71,0.53
15,JHARKHAND,281,SERAIKELA-KHARSAWAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SERAIKELA-KHARSAWAN Mfr of Dairy Products,135453776,8916,0.0001,0.31,0.29,0.45,0.37,0.37,0.43,0.66,0.41,0.47,0.33,0.38,0.23,0.42,0.38,0.65,0.58,0.55,0.37,0.38,0.35,0.32,0.33,0.29,0.34,0.31,0.42,0.31,0.17,0.09,0.21,0.45
15,JHARKHAND,282,SIMDEGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SIMDEGA Mfr of Dairy Products,135453776,81,,0.05,0.05,0.04,0.03,0.00,0.00,0.11,0.12,0.25,0.36,0.43,0.37,0.43,0.37,0.15,0.13,0.12,0.14,0.27,0.39,0.25,0.17,0.14,0.07,0.05,0.07,0.05,0.07,0.05,0.08,0.05
16,KARNATAKA,283,BAGALKOTE,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BAGALKOTE Mfr of Dairy Products,135453776,4824,,0.04,0.07,0.07,0.07,0.09,0.13,0.10,0.11,0.16,0.08,0.12,0.14,0.19,0.24,0.22,0.18,0.18,0.03,0.05,0.07,0.14,0.23,0.24,0.22,0.24,0.19,0.16,0.17,0.22,0.16,0.25
16,KARNATAKA,284,BALLARI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BALLARI Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.03,0.02,0.02,0.02,0.08,0.07,0.07,0.09,0.09,0.11,0.18
16,KARNATAKA,285,BELAGAVI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BELAGAVI Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.20,0.23,0.16,0.19,0.40,0.23,0.13,0.14,0.15,0.17,0.13
16,KARNATAKA,286,BELGAUM,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BELGAUM Mfr of Dairy Products,135453776,54417,0.0004,0.06,0.08,0.04,0.04,0.06,0.07,0.05,0.06,0.08,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.07,0.07,0.06,-,-,-,-,-,-,-,-,-,-,-,-
16,KARNATAKA,287,BELLARY,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BELLARY Mfr of Dairy Products,135453776,160370,0.0012,0.60,0.57,0.49,0.49,0.52,0.50,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.30,0.01,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
16,KARNATAKA,288,BENGALURU RURAL,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BENGALURU RURAL Mfr of Dairy Products,135453776,3804,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.23,0.20,0.24,0.31,0.22,0.25,0.19,0.19,0.11
16,KARNATAKA,289,BENGALURU URBAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BENGALURU URBAN Mfr of Dairy Products,135453776,386803,0.0029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.54,0.50,0.43,0.43,0.63,0.89,0.69,0.48,0.32,0.35,0.23
16,KARNATAKA,290,BIDAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BIDAR Mfr of Dairy Products,135453776,5810,,0.09,0.14,0.08,0.08,0.09,0.10,0.10,0.12,0.12,0.08,0.08,0.08,0.10,0.08,0.06,0.06,0.07,0.09,0.06,0.07,0.09,0.13,0.10,0.15,0.25,0.39,0.40,0.41,0.44,0.41,0.38
16,KARNATAKA,291,CHAMARAJANAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHAMARAJANAGAR Mfr of Dairy Products,135453776,1051,,0.06,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.56,0.64,0.71,0.51,0.13,0.06,0.04,0.05,0.12,0.13,0.17,0.14
16,KARNATAKA,292,CHIKKABALLAPURA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHIKKABALLAPURA Mfr of Dairy Products,135453776,1889,,0.09,0.08,0.08,0.06,0.06,0.09,0.06,0.06,0.07,0.06,0.06,0.05,0.05,0.03,0.18,0.19,0.17,0.18,0.60,1.19,1.33,1.40,1.37,1.64,1.84,1.74,1.43,1.44,1.40,1.54,1.41
16,KARNATAKA,293,CHIKKAMAGALURU,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHIKKAMAGALURU Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.08,0.09,0.07,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.02
16,KARNATAKA,294,CHIKMAGALUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHIKMAGALUR Mfr of Dairy Products,135453776,14933,0.0001,0.22,0.16,0.14,0.13,0.14,0.13,0.11,0.11,0.11,0.10,0.11,0.08,0.09,0.08,0.08,0.07,0.08,0.09,0.09,-,-,-,-,-,-,-,-,-,-,-,-
16,KARNATAKA,295,CHITRADURGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHITRADURGA Mfr of Dairy Products,135453776,1301,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.13,0.25,0.28,0.37,0.26,0.22,0.08,0.08,0.08,0.07,0.06,0.06,0.04
16,KARNATAKA,296,DAKSHIN KANNAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DAKSHIN KANNAD Mfr of Dairy Products,135453776,104332,0.0008,0.10,0.07,0.06,0.05,0.06,0.07,0.09,0.11,0.11,0.18,0.38,0.28,0.40,0.39,0.33,0.23,0.26,0.26,0.39,0.37,0.39,0.41,0.54,0.34,0.40,0.43,0.41,0.32,0.38,0.43,0.56
16,KARNATAKA,297,DAVANGERE,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DAVANGERE Mfr of Dairy Products,135453776,6115,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.06,0.10,0.09,0.11,0.13,0.20,0.15,0.15,0.17,0.20,0.23,0.25,0.29,0.35,0.34,0.30,0.27,0.17,0.12,0.09,0.08,0.05
16,KARNATAKA,298,DHARWAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DHARWAD Mfr of Dairy Products,135453776,206994,0.0015,0.59,0.80,0.72,0.74,0.77,0.58,0.72,0.70,0.86,1.16,0.88,0.63,1.04,1.11,1.03,1.21,1.08,1.08,0.69,0.58,0.60,0.69,0.46,0.40,0.45,0.46,0.26,0.16,0.14,0.18,0.13
16,KARNATAKA,299,GADAG,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GADAG Mfr of Dairy Products,135453776,11403,0.0001,0.38,0.34,0.29,0.30,0.26,0.25,0.32,0.35,0.63,0.53,0.56,0.51,0.44,0.43,0.20,0.21,0.26,0.33,0.27,0.39,0.40,0.41,0.32,0.33,0.29,0.29,0.23,0.22,0.23,0.26,0.27
16,KARNATAKA,300,GULBARGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GULBARGA Mfr of Dairy Products,135453776,1504,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
16,KARNATAKA,301,HASSAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HASSAN Mfr of Dairy Products,135453776,1840,,0.04,0.04,0.02,0.02,0.02,0.01,0.01,0.02,0.04,0.12,0.22,0.23,0.23,0.21,0.38,0.51,0.58,0.78,1.96,2.20,1.76,1.97,1.54,2.04,1.25,1.23,0.93,0.52,0.57,0.63,1.50
16,KARNATAKA,302,HAVERI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HAVERI Mfr of Dairy Products,135453776,5665,,0.22,0.15,0.33,0.14,0.15,0.20,0.19,0.22,0.16,0.10,0.11,0.10,0.09,0.09,0.09,0.09,0.12,0.04,0.03,0.16,0.33,0.28,0.24,0.20,0.21,0.22,1.05,1.57,1.67,1.54,1.43
16,KARNATAKA,303,KALABURAGI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KALABURAGI Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.13,0.12,0.13,0.15,0.15
16,KARNATAKA,304,KODAGU,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KODAGU Mfr of Dairy Products,135453776,2823,,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.01
16,KARNATAKA,305,KOLAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KOLAR Mfr of Dairy Products,135453776,69156,0.0005,0.35,0.54,0.67,1.03,1.52,1.63,1.16,0.04,0.79,0.10,0.07,0.08,0.08,0.06,0.03,0.03,0.04,0.08,0.10,0.12,0.10,0.13,0.22,0.36,0.44,0.55,0.53,0.69,0.55,0.53,0.38
16,KARNATAKA,306,KOPPAL,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KOPPAL Mfr of Dairy Products,135453776,11219,0.0001,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.57,0.52,0.57,0.59
16,KARNATAKA,307,MANDYA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MANDYA Mfr of Dairy Products,135453776,2971,,0.03,0.40,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.18,0.42,0.63,0.86,0.99,0.64,1.92,0.91,0.75,0.27,0.17,0.11,0.06
16,KARNATAKA,308,MYSORE,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MYSORE Mfr of Dairy Products,135453776,168071,0.0012,1.01,0.87,1.36,2.93,0.13,0.82,0.94,0.12,0.17,0.13,0.13,0.11,0.10,0.11,0.09,0.10,0.08,0.08,0.07,-,-,-,-,-,-,-,-,-,-,-,-
